1,9,3,5,0,11,12,4,7,2,16,6,13,17,8,15,10,19,14,18
3,7,4,10,6,1,13,2,11,14,15,5,9,17,8,19,0,16,12,18
0,1,7,16,2,4,11,5,12,10,14,6,8,15,9,13,3,18,17,19
13,3,8,5,0,9,11,1,10,12,17,2,14,7,4,16,6,18,15,19
0,9,7,5,10,6,13,1,18,17,14,3,8,12,2,15,4,11,16,19
2,10,7,12,0,3,8,6,11,16,14,1,13,18,4,15,5,9,17,19
5,4,3,10,0,14,11,2,6,9,18,8,17,16,1,13,7,12,15,19
1,6,8,9,0,14,3,5,4,19,10,11,12,18,7,13,2,15,16,17
6,9,3,17,0,5,10,1,11,7,12,4,15,13,2,18,8,14,16,19
2,5,8,11,1,13,16,0,9,14,10,4,19,12,3,7,6,15,17,18
4,5,0,8,1,7,10,3,13,14,15,2,11,18,6,16,9,19,17,12
1,4,13,2,3,11,10,0,14,6,8,9,18,15,5,12,7,19,16,17
