1,10,8,5,6,9,12,0,4,13,17,3,19,15,2,11,7,14,18,16
1,5,13,7,3,8,9,2,11,4,12,6,14,16,10,18,0,15,17,19
0,9,8,2,3,6,10,1,12,15,13,4,11,16,5,17,7,14,19,18
1,3,6,8,0,9,5,7,12,15,14,4,16,11,10,17,2,13,18,19
2,6,7,1,3,14,11,0,9,13,10,4,12,15,5,16,8,18,17,19
0,5,8,7,1,12,9,3,11,14,15,2,13,16,4,10,6,18,17,19
1,2,3,4,10,7,12,0,11,6,13,8,16,15,5,17,9,14,19,18
5,9,3,11,0,8,14,1,10,12,13,2,15,7,4,16,6,18,17,19
0,5,9,8,1,13,6,3,10,15,17,7,11,12,4,16,2,14,19,18
1,2,3,14,4,8,11,0,9,12,10,5,13,17,6,16,7,18,15,19
3,4,8,12,0,11,6,7,9,10,14,1,15,13,2,17,5,18,19,16
3,11,6,8,0,7,14,1,12,15,9,2,13,17,4,19,5,10,18,16
