0,8,2,9,1,13,5,4,3,12,15,6,11,7,10,14,18,16,19,17
17,4,8,7,0,1,3,5,6,10,15,12,2,9,16,19,18,13,11,14
5,11,10,12,4,16,0,7,1,9,8,6,3,2,13,14,17,19,15,18
4,18,9,5,0,12,1,6,7,13,10,2,3,8,16,11,15,17,14,19
7,6,4,5,2,8,0,3,10,13,14,1,11,17,12,9,15,16,18,19
4,10,11,13,0,8,1,3,2,14,6,7,5,9,18,16,17,15,12,19
3,4,5,9,0,8,6,2,1,14,11,7,10,12,16,13,17,19,15,18
5,9,3,8,1,11,0,7,2,6,14,4,10,13,15,17,12,18,16,19
7,15,5,8,0,16,4,3,1,10,13,2,6,9,17,11,14,19,18,12
1,7,2,11,5,13,0,3,9,8,10,4,6,12,16,15,17,14,18,19
11,4,6,10,3,9,0,2,8,14,15,7,1,5,12,16,13,18,17,19
10,5,15,7,0,13,1,3,4,12,9,2,6,14,18,16,17,19,8,11
