12,17,0,10,1,11,5,8,3,15,13,2,4,14,19,7,6,18,9,16
8,10,0,5,3,2,1,4,7,16,13,11,12,6,15,19,9,17,14,18
5,0,17,14,8,3,4,6,1,15,16,2,7,9,18,11,13,19,10,12
8,7,9,10,2,11,6,4,5,15,13,16,0,14,1,19,18,17,12,3
13,8,10,14,6,7,0,2,11,1,4,9,3,15,12,16,5,19,18,17
2,17,0,11,13,6,7,9,3,12,14,4,5,19,18,15,1,10,16,8
5,8,4,16,3,9,2,1,6,15,14,0,11,10,13,17,19,12,7,18
0,13,5,16,4,3,1,2,7,8,9,6,10,12,15,11,14,18,17,19
12,4,11,15,0,17,2,1,5,8,6,16,3,13,10,14,7,18,19,9
1,12,13,9,3,11,0,19,8,10,7,5,2,4,15,16,6,18,17,14
6,7,18,4,3,0,10,1,2,5,13,12,8,14,9,16,11,19,17,15
11,2,4,6,10,8,7,0,14,5,13,1,3,9,17,18,12,16,15,19
