0,8,6,9,1,7,5,2,3,4,12,11,10,13,15,14,16,17,19,18
0,6,5,8,1,10,2,3,4,7,9,11,12,13,14,16,15,17,19,18
0,2,7,8,1,9,3,6,4,5,12,11,10,13,14,16,15,17,18,19
1,6,7,9,0,8,3,4,2,5,10,11,12,13,14,15,18,17,19,16
0,6,7,8,3,9,1,2,4,5,10,11,14,13,12,16,17,15,19,18
1,8,9,5,3,12,0,4,2,6,10,7,11,14,13,15,16,17,18,19
0,4,8,7,2,9,6,1,5,3,10,12,11,14,13,15,17,18,16,19
0,9,11,2,7,6,1,3,4,5,10,12,8,13,14,15,16,18,17,19
0,6,7,9,2,8,1,3,4,5,10,11,14,16,12,13,15,18,19,17
0,4,9,6,3,7,1,2,5,8,14,11,10,12,16,13,17,15,18,19
2,5,7,8,0,9,1,4,3,6,11,10,13,14,12,15,16,17,18,19
0,5,7,8,1,11,2,3,4,6,10,12,9,13,15,18,14,16,17,19
