11,14,7,2,6,15,16,1,5,9,8,4,0,17,18,3,13,19,10,12
1,14,12,9,3,4,6,7,16,0,10,18,17,11,5,19,13,8,2,15
4,11,19,2,18,16,6,12,9,15,10,14,7,17,0,3,1,8,5,13
2,19,11,14,16,7,15,9,13,12,6,0,18,17,3,4,1,5,8,10
7,14,13,17,11,9,4,5,1,2,10,8,6,19,15,12,16,18,0,3
15,10,6,17,18,5,3,4,2,0,14,1,11,12,19,16,13,9,7,8
13,9,18,16,17,6,8,11,1,10,0,2,7,5,15,4,14,3,19,12
3,1,12,5,19,7,9,8,0,13,11,16,2,6,14,10,17,4,15,18
1,17,8,16,3,14,11,15,2,18,4,7,19,0,6,5,10,13,9,12
13,5,18,15,6,14,3,17,4,12,11,8,0,19,9,7,2,16,1,10
14,5,1,7,17,15,2,11,19,6,10,8,16,0,3,18,12,9,4,13
10,4,14,5,13,15,11,6,16,17,18,2,7,0,1,3,8,12,9,19
