7,6,10,9,2,8,4,1,0,16,11,3,5,12,13,14,15,17,18,19
7,6,8,9,0,10,1,2,3,11,12,4,5,13,14,17,16,18,19,15
7,6,8,9,0,10,1,3,4,12,13,2,5,11,14,15,16,17,19,18
6,9,7,10,0,11,1,2,3,8,14,5,4,12,15,13,18,17,16,19
7,6,9,8,1,10,3,0,2,11,12,4,5,14,16,17,15,18,13,19
6,7,8,9,2,10,0,3,5,11,13,4,1,15,12,16,18,14,17,19
5,7,8,9,0,12,1,3,2,10,11,6,4,13,14,17,19,15,18,16
10,4,6,11,0,9,2,3,1,8,13,5,7,12,14,15,16,18,19,17
6,7,8,10,1,9,2,4,0,12,11,5,3,13,14,15,17,16,18,19
4,5,8,12,0,10,3,1,6,14,9,2,7,11,13,15,17,16,18,19
6,8,5,11,0,9,1,2,7,12,13,4,3,10,15,16,14,18,17,19
7,5,10,8,1,12,0,4,3,9,11,6,2,13,15,14,16,17,19,18
