1,3,6,2,12,5,7,0,4,9,10,14,11,13,8,15,16,17,18,19
0,3,8,2,5,9,4,1,10,12,11,14,6,13,16,15,18,19,17,7
0,1,6,3,5,7,8,10,2,9,12,4,11,16,13,15,17,19,14,18
1,0,3,2,12,9,5,6,11,4,8,7,13,14,17,10,15,18,16,19
1,0,3,4,13,15,2,5,6,10,7,11,8,14,12,9,17,18,16,19
0,9,10,2,5,6,1,3,4,7,8,12,16,14,11,13,18,17,15,19
2,1,3,7,4,5,0,8,6,9,10,14,11,13,12,17,19,15,16,18
3,0,7,1,8,9,4,2,5,11,12,6,10,14,15,16,17,13,19,18
1,0,6,2,10,8,3,4,5,16,11,9,13,14,12,18,7,15,19,17
0,2,5,1,9,10,12,3,6,11,7,13,8,16,4,15,18,19,14,17
0,5,6,3,9,4,1,2,8,10,16,7,12,11,15,17,13,18,14,19
2,3,12,10,1,13,0,11,4,5,6,15,7,19,9,16,8,14,17,18
