7,15,13,3,0,12,6,1,2,10,11,4,5,8,17,9,14,16,18,19
5,6,7,11,0,8,1,4,3,10,9,2,16,13,12,15,17,19,14,18
4,15,9,7,0,13,3,1,5,10,11,2,6,14,16,17,18,12,19,8
2,7,10,9,4,11,3,0,5,8,12,6,1,13,14,15,19,16,18,17
6,9,5,11,0,8,1,2,3,10,12,4,7,17,14,13,15,18,16,19
7,5,6,9,1,10,2,0,4,12,15,3,8,18,11,13,14,16,17,19
2,5,6,12,1,7,4,8,3,11,16,9,0,10,13,14,18,15,17,19
4,7,6,9,0,11,2,5,3,10,15,1,8,12,13,14,16,18,17,19
4,10,6,12,1,7,0,3,2,13,11,5,8,9,18,14,17,16,15,19
5,4,8,6,2,9,1,3,0,13,10,12,7,14,15,16,11,17,18,19
7,9,5,10,0,11,1,4,2,8,14,3,6,15,16,17,12,13,19,18
7,6,9,8,0,10,5,4,1,12,13,3,2,11,16,15,19,17,14,18
