0,1,10,5,3,2,8,9,4,12,11,7,13,16,18,15,14,19,17,6
2,5,0,6,1,10,4,8,3,12,9,14,7,13,11,16,18,19,15,17
2,1,7,3,0,4,5,8,10,14,6,9,11,12,15,18,17,13,16,19
0,3,7,1,4,11,2,5,6,14,9,13,8,12,16,15,19,18,10,17
6,0,2,1,3,8,4,5,7,12,10,19,9,11,13,16,15,18,14,17
2,5,1,17,3,0,4,6,12,16,7,11,13,8,18,10,9,14,15,19
3,0,1,2,4,9,5,8,11,6,12,15,10,18,7,14,13,16,19,17
1,2,4,7,0,11,6,5,12,3,9,8,14,17,10,15,19,16,13,18
1,3,5,2,7,4,6,0,8,13,9,12,15,16,14,11,17,18,19,10
13,0,2,3,4,14,1,5,7,9,8,11,15,17,19,10,12,6,18,16
2,3,0,1,9,4,12,6,8,5,7,10,13,15,14,11,17,16,19,18
2,4,0,8,3,9,6,5,1,10,11,7,13,12,14,18,17,16,15,19
