5,0,2,19,4,9,10,1,6,12,13,7,8,16,3,11,14,17,15,18
1,0,5,2,9,14,10,11,17,6,4,7,13,12,8,19,3,18,15,16
13,1,0,4,8,3,14,12,17,7,9,10,2,16,15,18,5,11,6,19
4,0,1,3,16,5,7,15,13,11,2,8,14,6,10,17,12,9,18,19
4,2,5,6,0,7,1,9,10,18,14,3,19,13,8,16,17,15,12,11
9,1,15,0,12,4,7,6,5,2,3,16,14,11,8,13,17,19,10,18
0,9,12,1,6,17,3,15,2,13,5,4,18,16,10,19,7,14,8,11
5,0,2,6,3,11,12,15,16,4,17,1,8,9,10,14,19,7,13,18
6,0,1,11,8,9,5,13,2,16,4,15,19,10,17,7,12,14,18,3
2,8,3,0,1,16,4,11,9,7,6,5,13,10,12,15,17,18,19,14
2,1,3,6,8,5,13,7,0,9,4,18,12,11,16,10,14,19,17,15
0,4,7,14,1,5,9,6,11,8,3,12,10,2,17,15,13,18,16,19
