2,0,1,5,3,6,4,8,7,9,13,12,10,11,15,16,14,17,19,18
3,0,2,1,6,4,5,7,9,8,12,11,13,10,19,14,15,16,17,18
0,2,3,4,5,6,1,7,8,9,10,11,12,13,14,15,16,17,18,19
1,5,3,11,0,2,8,6,4,10,9,7,12,13,14,15,16,17,18,19
0,1,2,3,4,5,7,8,6,11,13,9,10,12,15,14,17,16,19,18
0,1,2,4,5,3,6,8,9,7,12,13,11,10,14,16,17,15,18,19
0,1,3,4,2,5,10,9,6,8,7,11,12,17,13,14,15,16,18,19
1,0,2,3,5,6,4,10,7,8,9,12,11,13,17,18,15,14,19,16
0,5,2,1,3,4,6,9,8,10,7,11,12,14,15,13,16,18,17,19
1,0,2,4,3,5,6,7,8,11,10,17,12,13,9,15,18,14,19,16
2,0,1,3,5,7,4,6,9,11,8,10,12,14,13,17,15,16,19,18
0,2,1,4,6,3,7,5,8,9,10,13,11,12,15,14,17,19,16,18
