2,6,11,9,0,7,3,1,5,4,8,12,13,17,18,15,16,19,10,14
3,2,15,6,0,9,8,4,1,5,7,11,12,13,18,16,17,10,14,19
2,5,8,14,1,12,3,6,0,4,7,9,10,13,11,18,19,15,16,17
0,5,7,9,1,8,3,2,6,4,10,12,19,13,14,16,11,15,17,18
11,7,5,6,0,10,3,2,12,1,4,9,8,13,19,14,15,16,18,17
1,11,3,6,0,4,2,13,5,7,12,15,10,17,16,14,9,18,8,19
1,5,9,6,0,7,3,4,2,11,17,8,12,10,16,14,15,13,19,18
1,6,11,8,3,0,4,2,7,9,10,14,12,5,13,15,19,18,17,16
0,14,6,10,1,5,2,8,7,4,3,11,9,12,16,15,18,17,19,13
2,9,5,1,3,12,4,6,0,7,8,14,10,15,16,13,17,18,19,11
0,5,10,13,4,9,7,1,3,2,11,6,12,14,8,15,17,16,18,19
0,2,6,12,3,10,1,4,5,8,14,11,9,17,16,7,19,13,18,15
