12,13,11,18,14,19,16,2,17,7,1,3,10,4,5,0,8,15,6,9
0,9,19,13,17,3,2,15,14,5,10,12,8,16,11,7,6,18,1,4
12,17,11,8,9,15,18,5,6,14,3,1,13,7,0,10,2,16,4,19
19,6,10,2,5,14,18,15,17,4,11,12,8,13,7,0,9,1,3,16
17,10,5,1,15,19,16,6,2,13,11,4,8,14,7,3,0,9,18,12
13,9,7,4,6,15,18,5,10,1,12,19,17,14,2,16,0,11,3,8
15,13,19,6,11,7,18,3,12,8,9,4,16,14,1,2,5,17,0,10
5,19,7,4,8,17,3,18,14,2,10,9,12,6,13,0,11,1,16,15
14,7,13,5,16,0,6,9,8,19,3,11,15,18,17,2,1,10,4,12
7,19,5,13,1,12,10,9,16,3,8,0,4,2,17,18,14,6,15,11
7,8,3,6,14,12,18,4,0,19,11,15,2,16,9,1,17,10,5,13
8,12,11,13,15,14,9,2,10,17,0,1,18,16,5,6,7,4,19,3
