1,11,4,9,0,8,3,5,2,6,7,14,10,12,16,15,13,18,17,19
0,9,4,5,1,10,2,3,6,7,8,13,11,14,15,12,16,18,19,17
0,8,10,5,2,11,1,6,3,7,9,4,12,15,14,16,13,17,18,19
1,4,7,10,2,11,3,0,5,6,8,13,9,17,12,15,14,16,18,19
0,8,3,5,6,9,1,2,4,7,10,12,11,14,13,15,16,18,17,19
0,6,8,5,1,9,2,3,4,7,16,10,11,18,15,12,13,14,17,19
2,11,8,6,0,7,1,3,4,5,10,9,12,14,15,13,16,17,18,19
0,4,8,9,2,12,3,5,1,7,6,11,13,14,10,15,16,17,19,18
6,8,5,7,0,9,1,2,3,4,10,14,12,15,11,16,13,17,18,19
1,8,5,9,3,7,0,2,6,4,12,10,11,14,13,15,16,18,17,19
1,6,10,7,3,8,2,0,4,5,14,11,9,12,13,17,18,16,15,19
0,4,5,9,3,8,2,1,6,7,10,12,11,14,17,13,16,18,19,15
